episode_name_nohomers|episode_link_nohomers|episode_name_norm|episode_name_wikisimpsons|episode_link_wikisimpsons|episode_season
Treehouse of Horror XXVIII|https://nohomers.net/forums/index.php?threads/rate-review-treehouse-of-horror-xxviii-wabf18.42777/|TREEHOUSEOFHORRORXXVIII|Treehouse of Horror XXVIII|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XXVIII|29.0
Grampy Can Ya Hear Me|https://nohomers.net/forums/index.php?threads/rate-review-grampy-can-ya-hear-me-wabf19.42804/|GRAMPYCANYAHEARME|Grampy Can Ya Hear Me|https://simpsonswiki.com/wiki/Grampy_Can_Ya_Hear_Me|29.0
The Old Blue Mayor She Ain't What She Used to Be|https://nohomers.net/forums/index.php?threads/rate-review-the-old-blue-mayor-she-aint-what-she-used-to-be-wabf20.42813/|OLDBLUEMAYORSHEAINTWHATSHEUSEDTOBE|The Old Blue Mayor She Ain't What She Used to Be|https://simpsonswiki.com/wiki/The_Old_Blue_Mayor_She_Ain%27t_What_She_Used_to_Be|29.0
Singin' in the Lane|https://nohomers.net/forums/index.php?threads/rate-review-singin-in-the-lane-wabf21.42818/|SINGININLANE|Singin' in the Lane|https://simpsonswiki.com/wiki/Singin%27_in_the_Lane|29.0
Mr. Lisa's Opus|https://nohomers.net/forums/index.php?threads/rate-review-mr-lisas-opus-xabf01.42822/|MRLISASOPUS|Mr. Lisa's Opus|https://simpsonswiki.com/wiki/Mr._Lisa%27s_Opus|29.0
Gone Boy|https://nohomers.net/forums/index.php?threads/rate-review-gone-boy-xabf02.42836/|GONEBOY|Gone Boy|https://simpsonswiki.com/wiki/Gone_Boy|29.0
Haw-Haw Land|https://nohomers.net/forums/index.php?threads/rate-review-haw-haw-land-xabf03.42871/|HAWHAWL|Haw-Haw Land|https://simpsonswiki.com/wiki/Haw-Haw_Land|29.0
Frink Gets Testy|https://nohomers.net/forums/index.php?threads/rate-review-frink-gets-testy-xabf04.42881/|FRINKGETSTESTY|Frink Gets Testy|https://simpsonswiki.com/wiki/Frink_Gets_Testy|29.0
Homer Is Where the Art Isn't|https://nohomers.net/forums/index.php?threads/rate-review-homer-is-where-the-art-isnt-xabf05.42998/|HOMERISWHEREARTISNT|Homer Is Where the Art Isn't|https://simpsonswiki.com/wiki/Homer_Is_Where_the_Art_Isn%27t|29.0
3 Scenes Plus a Tag from a Marriage|https://nohomers.net/forums/index.php?threads/rate-review-3-scenes-plus-a-tag-from-a-marriage-xabf06.43012/|3SCENESPLUSATAGFROMAMARRIAGE|3 Scenes Plus a Tag from a Marriage|https://simpsonswiki.com/wiki/3_Scenes_Plus_a_Tag_from_a_Marriage|29.0
Fears of a Clown|https://nohomers.net/forums/index.php?threads/rate-review-fears-of-a-clown-xabf08.43023/|FEARSOFACLOWN|Fears of a Clown|https://simpsonswiki.com/wiki/Fears_of_a_Clown|29.0
No Good Read Goes Unpunished|https://nohomers.net/forums/index.php?threads/rate-review-no-good-read-goes-unpunished-xabf07.43032/|NOGOODREADGOESUNPUNISHED|No Good Read Goes Unpunished|https://simpsonswiki.com/wiki/No_Good_Read_Goes_Unpunished|29.0
King Leer|https://nohomers.net/forums/index.php?threads/rate-review-king-leer-xabf10.43041/|KINGLEER|King Leer|https://simpsonswiki.com/wiki/King_Leer|29.0
Lisa Gets the Blues|https://nohomers.net/forums/index.php?threads/rate-review-lisa-gets-the-blues-xabf11.43051/|LISAGETSBLUES|Lisa Gets the Blues|https://simpsonswiki.com/wiki/Lisa_Gets_the_Blues|29.0
Forgive and Regret|https://nohomers.net/forums/index.php?threads/rate-review-forgive-and-regret-xabf09.43057/|FORGIVEREGRET|Forgive and Regret|https://simpsonswiki.com/wiki/Forgive_and_Regret|29.0
Left Behind|https://nohomers.net/forums/index.php?threads/rate-review-left-behind-xabf12.43064/|LEFTBEHIND|Left Behind|https://simpsonswiki.com/wiki/Left_Behind|29.0
Throw Grampa from the Dane|https://nohomers.net/forums/index.php?threads/rate-review-throw-grampa-from-the-dane-xabf13.43069/|THROWGRAMPAFROMDANE|Throw Grampa from the Dane|https://simpsonswiki.com/wiki/Throw_Grampa_from_the_Dane|29.0
Flanders' Ladder|https://nohomers.net/forums/index.php?threads/rate-review-flanders-ladder-xabf14.43082/|FLERSLADDER|Flanders' Ladder|https://simpsonswiki.com/wiki/Flanders%27_Ladder|29.0
Bart's Not Dead|https://nohomers.net/forums/index.php?threads/rate-review-barts-not-dead-xabf19.43264/|BARTSNOTDEAD|Bart's Not Dead|https://simpsonswiki.com/wiki/Bart%27s_Not_Dead|30.0
Heartbreak Hotel|https://nohomers.net/forums/index.php?threads/rate-review-heartbreak-hotel-xabf15.43276/|HEARTBREAKHOTEL|Heartbreak Hotel|https://simpsonswiki.com/wiki/Heartbreak_Hotel|30.0
My Way or the Highway to Heaven|https://nohomers.net/forums/index.php?threads/rate-review-my-way-or-the-highway-to-heaven-xabf17.43288/|MYWAYORHIGHWAYTOHEAVEN|My Way or the Highway to Heaven|https://simpsonswiki.com/wiki/My_Way_or_the_Highway_to_Heaven|30.0
Treehouse of Horror XXIX|https://nohomers.net/forums/index.php?threads/rate-review-treehouse-of-horror-xxix-xabf16.43303/|TREEHOUSEOFHORRORXXIX|Treehouse of Horror XXIX|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XXIX|30.0
Baby You Can't Drive My Car|https://nohomers.net/forums/index.php?threads/rate-review-baby-you-cant-drive-my-car-xabf18.43331/|BABYYOUCANTDRIVEMYCAR|Baby You Can't Drive My Car|https://simpsonswiki.com/wiki/Baby_You_Can%27t_Drive_My_Car|30.0
From Russia Without Love|https://nohomers.net/forums/index.php?threads/rate-review-from-russia-without-love-xabf20.43338/|FROMRUSSIAWITHOUTLOVE|From Russia Without Love|https://simpsonswiki.com/wiki/From_Russia_Without_Love|30.0
Werking Mom|https://nohomers.net/forums/index.php?threads/rate-review-werking-mom-xabf21.43347/|WERKINGMOM|Werking Mom|https://simpsonswiki.com/wiki/Werking_Mom|30.0
Krusty the Clown|https://nohomers.net/forums/index.php?threads/rate-review-krusty-the-clown-xabf22.43356/|KRUSTYCLOWN|Krusty the Clown|https://simpsonswiki.com/wiki/Krusty_the_Clown_(episode)|30.0
Daddicus Finch|https://nohomers.net/forums/index.php?threads/rate-review-daddicus-finch-yabf01.43365/|DADDICUSFINCH|Daddicus Finch|https://simpsonswiki.com/wiki/Daddicus_Finch|30.0
'Tis the 30th Season|https://nohomers.net/forums/index.php?threads/rate-review-tis-the-30th-season-yabf02.43375/|TIS30THSEASON|'Tis the 30th Season|https://simpsonswiki.com/wiki/%27Tis_the_30th_Season|30.0
Mad About the Toy|https://nohomers.net/forums/index.php?threads/rate-review-mad-about-the-toy-yabf03.43401/|MADABOUTTOY|Mad About the Toy|https://simpsonswiki.com/wiki/Mad_About_the_Toy|30.0
The Girl on the Bus|https://nohomers.net/forums/index.php?threads/rate-review-the-girl-on-the-bus-yabf04.43410/|GIRLONBUS|The Girl on the Bus|https://simpsonswiki.com/wiki/The_Girl_on_the_Bus|30.0
I'm Dancing as Fat as I Can|https://nohomers.net/forums/index.php?threads/rate-review-im-dancing-as-fat-as-i-can-yabf06.43463/|IMDANCINGASFATASICAN|I'm Dancing as Fat as I Can|https://simpsonswiki.com/wiki/I%27m_Dancing_as_Fat_as_I_Can|30.0
The Clown Stays in the Picture|https://nohomers.net/forums/index.php?threads/rate-review-the-clown-stays-in-the-picture-yabf05.43475/|CLOWNSTAYSINPICTURE|The Clown Stays in the Picture|https://simpsonswiki.com/wiki/The_Clown_Stays_in_the_Picture|30.0
101 Mitigations|https://nohomers.net/forums/index.php?threads/rate-review-101-mitigations-yabf07.43491/|101MITIGATIONS|101 Mitigations|https://simpsonswiki.com/wiki/101_Mitigations|30.0
I Want You (She's So Heavy)|https://nohomers.net/forums/index.php?threads/rate-review-i-want-you-shes-so-heavy-yabf08.43499/|IWANTYOU(SHESSOHEAVY)|I Want You (She's So Heavy)|https://simpsonswiki.com/wiki/I_Want_You_(She%27s_So_Heavy)|30.0
E My Sports|https://nohomers.net/forums/index.php?threads/rate-review-e-my-sports-yabf09.43509/|EMYSPORTS|E My Sports|https://simpsonswiki.com/wiki/E_My_Sports|30.0
Bart vs. Itchy & Scratchy|https://nohomers.net/forums/index.php?threads/rate-review-bart-vs-itchy-scratchy-yabf10.43518/|BARTVSITCHYSCRATCHY|Bart vs. Itchy & Scratchy|https://simpsonswiki.com/wiki/Bart_vs._Itchy_%26_Scratchy|30.0
Girl's in the Band|https://nohomers.net/forums/index.php?threads/rate-review-girls-in-the-band-yabf11.43521/|GIRLSINB|Girl's in the Band|https://simpsonswiki.com/wiki/Girl%27s_in_the_Band|30.0
I'm Just a Girl Who Can't Say D'oh|https://nohomers.net/forums/index.php?threads/rate-review-im-just-a-girl-who-cant-say-doh-yabf12.43522/|IMJUSTAGIRLWHOCANTSAY(ANNOYEDGRUNT)|I'm Just a Girl Who Can't Say D'oh|https://simpsonswiki.com/wiki/I%27m_Just_a_Girl_Who_Can%27t_Say_D%27oh|30.0
D'oh Canada|https://nohomers.net/forums/index.php?threads/rate-review-doh-canada-yabf14.43538/|(ANNOYEDGRUNT)CANADA|D'oh Canada|https://simpsonswiki.com/wiki/D%27oh_Canada|30.0
Woo-hoo Dunnit?|https://nohomers.net/forums/index.php?threads/rate-review-woo-hoo-dunnit-yabf15.43540/|WOOHOODUNNIT|Woo-Hoo Dunnit?|https://simpsonswiki.com/wiki/Woo-Hoo_Dunnit%3F|30.0
Crystal Blue-Haired Persuasion|https://nohomers.net/forums/index.php?threads/rate-review-crystal-blue-haired-persuasion-yabf16.43544/|CRYSTALBLUEHAIREDPERSUASION|Crystal Blue-Haired Persuasion|https://simpsonswiki.com/wiki/Crystal_Blue-Haired_Persuasion|30.0
The Winter of Our Monetized Content|https://nohomers.net/forums/index.php?threads/rate-review-the-winter-of-our-monetized-content-yabf19.43719/|WINTEROFOURMONETIZEDCONTENT|The Winter of Our Monetized Content|https://simpsonswiki.com/wiki/The_Winter_of_Our_Monetized_Content|31.0
Go Big or Go Homer|https://nohomers.net/forums/index.php?threads/rate-review-go-big-or-go-homer-yabf21.43727/|GOBIGORGOHOMER|Go Big or Go Homer|https://simpsonswiki.com/wiki/Go_Big_or_Go_Homer|31.0
The Fat Blue Line|https://nohomers.net/forums/index.php?threads/rate-review-the-fat-blue-line-yabf22.43740/|FATBLUELINE|The Fat Blue Line|https://simpsonswiki.com/wiki/The_Fat_Blue_Line|31.0
Treehouse of Horror XXX|https://nohomers.net/forums/index.php?threads/rate-review-treehouse-of-horror-xxx-yabf18.43745/|TREEHOUSEOFHORRORXXX|Treehouse of Horror XXX|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XXX|31.0
Gorillas on the Mast|https://nohomers.net/forums/index.php?threads/rate-review-gorillas-on-the-mast-yabf20.43753/|GORILLASONMAST|Gorillas on the Mast|https://simpsonswiki.com/wiki/Gorillas_on_the_Mast|31.0
Marge the Lumberjill|https://nohomers.net/forums/index.php?threads/rate-review-marge-the-lumberjill-zabf02.43763/|MARGELUMBERJILL|Marge the Lumberjill|https://simpsonswiki.com/wiki/Marge_the_Lumberjill|31.0
Livin' la Pura Vida|https://nohomers.net/forums/index.php?threads/rate-review-livin-la-pura-vida-zabf03.43771/|LIVINLAPURAVIDA|Livin La Pura Vida|https://simpsonswiki.com/wiki/Livin_La_Pura_Vida|31.0
Thanksgiving of Horror|https://nohomers.net/forums/index.php?threads/rate-review-thanksgiving-of-horror-yabf17.43778/|THANKSGIVINGOFHORROR|Thanksgiving of Horror|https://simpsonswiki.com/wiki/Thanksgiving_of_Horror|31.0
Todd, Todd, Why Hast Thou Forsaken Me?|https://nohomers.net/forums/index.php?threads/rate-review-todd-todd-why-hast-thou-forsaken-me-zabf04.43783/|TODDTODDWHYHASTTHOUFORSAKENME|Todd, Todd, Why Hast Thou Forsaken Me?|https://simpsonswiki.com/wiki/Todd,_Todd,_Why_Hast_Thou_Forsaken_Me%3F|31.0
Bobby, It's Cold Outside|https://nohomers.net/forums/index.php?threads/rate-review-bobby-its-cold-outside-zabf01.43792/|BOBBYITSCOLDOUTSIDE|Bobby, It's Cold Outside|https://simpsonswiki.com/wiki/Bobby,_It%27s_Cold_Outside|31.0
Hail to the Teeth|https://nohomers.net/forums/index.php?threads/rate-review-hail-to-the-teeth-zabf05.43808/|HAILTOTEETH|Hail to the Teeth|https://simpsonswiki.com/wiki/Hail_to_the_Teeth|31.0
The Miseducation of Lisa Simpson|https://nohomers.net/forums/index.php?threads/rate-review-the-miseducation-of-lisa-simpson-zabf06.43823/|MISEDUCATIONOFLISASIMPSON|The Miseducation of Lisa Simpson|https://simpsonswiki.com/wiki/The_Miseducation_of_Lisa_Simpson|31.0
Frinkcoin|https://nohomers.net/forums/index.php?threads/rate-review-frinkcoin-zabf07.43830/|FRINKCOIN|Frinkcoin|https://simpsonswiki.com/wiki/Frinkcoin|31.0
Bart the Bad Guy|https://nohomers.net/forums/index.php?threads/rate-review-bart-the-bad-guy-zabf08.43832/|BARTBADGUY|Bart the Bad Guy|https://simpsonswiki.com/wiki/Bart_the_Bad_Guy|31.0
Screenless|https://nohomers.net/forums/index.php?threads/rate-review-screenless-zabf09.43839/|SCREENLESS|Screenless|https://simpsonswiki.com/wiki/Screenless|31.0
Better Off Ned|https://nohomers.net/forums/index.php?threads/rate-review-better-off-ned-zabf11.43844/|BETTEROFFNED|Better Off Ned|https://simpsonswiki.com/wiki/Better_Off_Ned|31.0
Highway to Well|https://nohomers.net/forums/index.php?threads/rate-review-highway-to-well-zabf10.43855/|HIGHWAYTOWELL|Highway to Well|https://simpsonswiki.com/wiki/Highway_to_Well|31.0
The Incredible Lightness of Being a Baby|https://nohomers.net/forums/index.php?threads/rate-review-the-incredible-lightness-of-being-a-baby-yabf13.43883/|INCREDIBLELIGHTNESSOFBEINGABABY|The Incredible Lightness of Being a Baby|https://simpsonswiki.com/wiki/The_Incredible_Lightness_of_Being_a_Baby|31.0
Warrin' Priests|https://nohomers.net/forums/index.php?threads/rate-review-warrin-priests-zabf12-zabf13.43892/|WARRINPRIESTS|||
The Hateful Eight-Year-Olds|https://nohomers.net/forums/index.php?threads/rate-review-the-hateful-eight-year-olds-zabf14.43909/|HATEFULEIGHTYEAROLDS|The Hateful Eight-Year-Olds|https://simpsonswiki.com/wiki/The_Hateful_Eight-Year-Olds|31.0
The Way of the Dog|https://nohomers.net/forums/index.php?threads/rate-review-the-way-of-the-dog-zabf16.43919/|WAYOFDOG|The Way of the Dog|https://simpsonswiki.com/wiki/The_Way_of_the_Dog|31.0
Undercover Burns|https://nohomers.net/forums/index.php?threads/rate-review-undercover-burns-zabf19.44150/|UNDERCOVERBURNS|Undercover Burns|https://simpsonswiki.com/wiki/Undercover_Burns|32.0
I, Carumbus|https://nohomers.net/forums/index.php?threads/rate-review-i-carumbus-zabf18.44157/|ICARUMBUS|I, Carumbus|https://simpsonswiki.com/wiki/I,_Carumbus|32.0
Now Museum, Now You Don't|https://nohomers.net/forums/index.php?threads/rate-review-now-museum-now-you-dont-zabf21.44167/|NOWMUSEUMNOWYOUDONT|Now Museum, Now You Don't|https://simpsonswiki.com/wiki/Now_Museum,_Now_You_Don%27t|32.0
Treehouse of Horror XXXI|https://nohomers.net/forums/index.php?threads/rate-review-treehouse-of-horror-xxxi-zabf17.44168/|TREEHOUSEOFHORRORXXXI|Treehouse of Horror XXXI|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XXXI|32.0
The 7 Beer Itch|https://nohomers.net/forums/index.php?threads/rate-review-the-7-beer-itch-zabf15.44192/|7BEERITCH|The 7 Beer Itch|https://simpsonswiki.com/wiki/The_7_Beer_Itch|32.0
Podcast News|https://nohomers.net/forums/index.php?threads/rate-review-podcast-news-zabf22.44203/|PODCASTNEWS|Podcast News|https://simpsonswiki.com/wiki/Podcast_News|32.0
Three Dreams Denied|https://nohomers.net/forums/index.php?threads/rate-review-three-dreams-denied-qabf02.44208/|THREEDREAMSDENIED|Three Dreams Denied|https://simpsonswiki.com/wiki/Three_Dreams_Denied|32.0
The Road to Cincinnati|https://nohomers.net/forums/index.php?threads/rate-review-the-road-to-cincinnati-zabf20.44224/|ROADTOCINCINNATI|The Road to Cincinnati|https://simpsonswiki.com/wiki/The_Road_to_Cincinnati|32.0
Sorry Not Sorry|https://nohomers.net/forums/index.php?threads/rate-review-sorry-not-sorry-qabf01.44237/|SORRYNOTSORRY|Sorry Not Sorry|https://simpsonswiki.com/wiki/Sorry_Not_Sorry|32.0
A Springfield Summer Christmas for Christmas|https://nohomers.net/forums/index.php?threads/rate-review-a-springfield-summer-christmas-for-christmas-qabf03.44254/|ASPRINGFIELDSUMMERCHRISTMASFORCHRISTMAS|A Springfield Summer Christmas for Christmas|https://simpsonswiki.com/wiki/A_Springfield_Summer_Christmas_for_Christmas|32.0
The Dad-Feelings Limited|https://nohomers.net/forums/index.php?threads/rate-review-the-dad-feelings-limited-qabf04.44285/|DADFEELINGSLIMITED|The Dad-Feelings Limited|https://simpsonswiki.com/wiki/The_Dad-Feelings_Limited|32.0
Diary Queen|https://nohomers.net/forums/index.php?threads/rate-review-diary-queen-qabf05.44330/|DIARYQUEEN|Diary Queen|https://simpsonswiki.com/wiki/Diary_Queen|32.0
Wad Goals|https://nohomers.net/forums/index.php?threads/rate-review-wad-goals-qabf06.44353/|WADGOALS|Wad Goals|https://simpsonswiki.com/wiki/Wad_Goals|32.0
Yokel Hero|https://nohomers.net/forums/index.php?threads/rate-review-yokel-hero-qabf07.44368/|YOKELHERO|Yokel Hero|https://simpsonswiki.com/wiki/Yokel_Hero|32.0
Do PizzaBots Dream of Electric Guitars?|https://nohomers.net/forums/index.php?threads/rate-review-do-pizzabots-dream-of-electric-guitars-qabf08.44380/|DOPIZZABOTSDREAMOFELECTRICGUITARS|Do PizzaBots Dream of Electric Guitars?|https://simpsonswiki.com/wiki/Do_PizzaBots_Dream_of_Electric_Guitars%3F|32.0
Manger Things|https://nohomers.net/forums/index.php?threads/rate-review-manger-things-qabf09.44390/|MANGERTHINGS|Manger Things|https://simpsonswiki.com/wiki/Manger_Things|32.0
Uncut Femmes|https://nohomers.net/forums/index.php?threads/rate-review-uncut-femmes-qabf10.44403/|UNCUTFEMMES|Uncut Femmes|https://simpsonswiki.com/wiki/Uncut_Femmes|32.0
Burger Kings|https://nohomers.net/forums/index.php?threads/rate-review-burger-kings-qabf11.44418/|BURGERKINGS|Burger Kings|https://simpsonswiki.com/wiki/Burger_Kings|32.0
Panic on the Streets of Springfield|https://nohomers.net/forums/index.php?threads/rate-review-panic-on-the-streets-of-springfield-qabf12.44432/|PANICONSTREETSOFSPRINGFIELD|Panic on the Streets of Springfield|https://simpsonswiki.com/wiki/Panic_on_the_Streets_of_Springfield|32.0
Mother and Child Reunion|https://nohomers.net/forums/index.php?threads/rate-review-mother-and-child-reunion-qabf14.44466/|MORCHILDREUNION|Mother and Child Reunion|https://simpsonswiki.com/wiki/Mother_and_Child_Reunion|32.0
The Man from G.R.A.M.P.A.|https://nohomers.net/forums/index.php?threads/rate-review-the-man-from-g-r-a-m-p-a-qabf13.44474/|MANFROMGRAMPA|The Man from G.R.A.M.P.A.|https://simpsonswiki.com/wiki/The_Man_from_G.R.A.M.P.A.|32.0
The Last Barfighter|https://nohomers.net/forums/index.php?threads/rate-review-the-last-barfighter-qabf15.44492/|LASTBARFIGHTER|The Last Barfighter|https://simpsonswiki.com/wiki/The_Last_Barfighter|32.0
The Star of the Backstage|https://nohomers.net/forums/index.php?threads/rate-review-the-star-of-the-backstage-qabf17.55699/|STAROFBACKSTAGE|The Star of the Backstage|https://simpsonswiki.com/wiki/The_Star_of_the_Backstage|33.0
Bart's in Jail!|https://nohomers.net/forums/index.php?threads/rate-review-barts-in-jail-qabf18.55744/|BARTSINJAIL|Bart's in Jail!|https://simpsonswiki.com/wiki/Bart%27s_in_Jail!|33.0
Treehouse of Horror XXXII|https://nohomers.net/forums/index.php?threads/rate-review-treehouse-of-horror-xxxii-qabf16.55772/|TREEHOUSEOFHORRORXXXII|Treehouse of Horror XXXII|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XXXII|33.0
The Wayz We Were|https://nohomers.net/forums/index.php?threads/rate-review-the-wayz-we-were-qabf19.55795/|WAYZWEWERE|The Wayz We Were|https://simpsonswiki.com/wiki/The_Wayz_We_Were|33.0
Lisa's Belly|https://nohomers.net/forums/index.php?threads/rate-review-lisas-belly-qabf20.55805/|LISASBELLY|Lisa's Belly|https://simpsonswiki.com/wiki/Lisa%27s_Belly|33.0
A Serious Flanders|https://nohomers.net/forums/index.php?threads/rate-review-a-serious-flanders-qabf21-qabf22.55845/|ASERIOUSFLERS|||
Portrait of a Lackey on Fire|https://nohomers.net/forums/index.php?threads/rate-review-portrait-of-a-lackey-on-fire-uabf01.55876/|PORTRAITOFALACKEYONFIRE|Portrait of a Lackey on Fire|https://simpsonswiki.com/wiki/Portrait_of_a_Lackey_on_Fire|33.0
Mothers and Other Strangers|https://nohomers.net/forums/index.php?threads/rate-review-mothers-and-other-strangers-uabf02.55891|MORSORSTRANGERS|Mothers and Other Strangers|https://simpsonswiki.com/wiki/Mothers_and_Other_Strangers|33.0
A Made Maggie|https://nohomers.net/forums/index.php?threads/rate-review-a-made-maggie-uabf03.55924/|AMADEMAGGIE|A Made Maggie|https://simpsonswiki.com/wiki/A_Made_Maggie|33.0
The Longest Marge|https://nohomers.net/forums/index.php?threads/rate-review-the-longest-marge-uabf05.55983/|LONGESTMARGE|The Longest Marge|https://simpsonswiki.com/wiki/The_Longest_Marge|33.0
Pixelated and Afraid|https://nohomers.net/forums/index.php?threads/rate-review-pixelated-and-afraid-uabf06.56102/|PIXELATEDAFRAID|Pixelated and Afraid|https://simpsonswiki.com/wiki/Pixelated_and_Afraid|33.0
Boyz N the Highlands|https://nohomers.net/forums/index.php?threads/rate-review-boyz-n-the-highlands-uabf06.56120/|BOYZNHIGHLS|Boyz N the Highlands|https://simpsonswiki.com/wiki/Boyz_N_the_Highlands|33.0
You Won't Believe What This Episode Is About – Act Three Will Shock You!|https://nohomers.net/forums/index.php?threads/rate-review-you-wont-believe-what-this-episode-is-about-%E2%80%93-act-three-will-shock-you-uabf07.56132/|YOUWONTBELIEVEWHATTHISEPISODEISABOUT–ACTTHREEWILLSHOCKYOU|You Won't Believe What This Episode Is About – Act Three Will Shock You!|https://simpsonswiki.com/wiki/You_Won%27t_Believe_What_This_Episode_Is_About_%E2%80%93_Act_Three_Will_Shock_You!|33.0
Bart the Cool Kid|https://nohomers.net/forums/index.php?threads/rate-review-bart-the-cool-kid-uabf08.56142/|BARTCOOLKID|Bart the Cool Kid|https://simpsonswiki.com/wiki/Bart_the_Cool_Kid|33.0
Pretty Whittle Liar|https://nohomers.net/forums/index.php?threads/rate-review-pretty-whittle-liar-uabf09.56167/|PRETTYWHITTLELIAR|Pretty Whittle Liar|https://simpsonswiki.com/wiki/Pretty_Whittle_Liar|33.0
The Sound of Bleeding Gums|https://nohomers.net/forums/index.php?threads/rate-review-the-sound-of-bleeding-gums-uabf10.56200/|SOUNDOFBLEEDINGGUMS|The Sound of Bleeding Gums|https://simpsonswiki.com/wiki/The_Sound_of_Bleeding_Gums|33.0
My Octopus and a Teacher|https://nohomers.net/forums/index.php?threads/rate-review-my-octopus-and-a-teacher-uabf11.56229/|MYOCTOPUSATEACHER|My Octopus and a Teacher|https://simpsonswiki.com/wiki/My_Octopus_and_a_Teacher|33.0
Girls Just Shauna Have Fun|https://nohomers.net/forums/index.php?threads/rate-review-girls-just-shauna-have-fun-uabf12.56258/|GIRLSJUSTSHAUNAHAVEFUN|Girls Just Shauna Have Fun|https://simpsonswiki.com/wiki/Girls_Just_Shauna_Have_Fun|33.0
Marge the Meanie|https://nohomers.net/forums/index.php?threads/rate-review-marge-the-meanie-uabf15.56300/|MARGEMEANIE|Marge the Meanie|https://simpsonswiki.com/wiki/Marge_the_Meanie|33.0
Meat is Murder|https://nohomers.net/forums/index.php?threads/rate-review-meat-is-murder-uabf13.56321/|MEATISMURDER|Meat Is Murder|https://simpsonswiki.com/wiki/Meat_Is_Murder|33.0
Poorhouse Rock|https://nohomers.net/forums/index.php?threads/rate-review-poorhouse-rock-uabf14.56336/|POORHOUSEROCK|Poorhouse Rock|https://simpsonswiki.com/wiki/Poorhouse_Rock|33.0
Habeas Tortoise|https://nohomers.net/forums/index.php?threads/rate-review-habeas-tortoise-uabf16.56699/|HABEASTORTOISE|Habeas Tortoise|https://simpsonswiki.com/wiki/Habeas_Tortoise|34.0
One Angry Lisa|https://nohomers.net/forums/index.php?threads/rate-review-one-angry-lisa-uabf19.56718/|ONEANGRYLISA|One Angry Lisa|https://simpsonswiki.com/wiki/One_Angry_Lisa|34.0
Lisa the Boy Scout|https://nohomers.net/forums/index.php?threads/rate-review-lisa-the-boy-scout-uabf21.56739/|LISABOYSCOUT|Lisa the Boy Scout|https://simpsonswiki.com/wiki/Lisa_the_Boy_Scout|34.0
The King of Nice|https://nohomers.net/forums/index.php?threads/rate-review-the-king-of-nice-uabf20.56767/|KINGOFNICE|The King of Nice|https://simpsonswiki.com/wiki/The_King_of_Nice|34.0
Not It|https://nohomers.net/forums/index.php?threads/rate-review-not-it-uabf17.56785/|NOTIT|Not It|https://simpsonswiki.com/wiki/Not_It|34.0
Treehouse of Horror XXXIII|https://nohomers.net/forums/index.php?threads/rate-review-treehouse-of-horror-xxxiii-uabf18.56795/|TREEHOUSEOFHORRORXXXIII|Treehouse of Horror XXXIII|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XXXIII|34.0
From Beer to Paternity|https://nohomers.net/forums/index.php?threads/rate-review-from-beer-to-paternity-oabf01.56821/|FROMBEERTOPATERNITY|From Beer to Paternity|https://simpsonswiki.com/wiki/From_Beer_to_Paternity|34.0
Step Brother from the Same Planet|https://nohomers.net/forums/index.php?threads/rate-review-step-brother-from-the-same-planet-uabf22.56839/|STEPBRORFROMSAMEPLANET|Step Brother from the Same Planet|https://simpsonswiki.com/wiki/Step_Brother_from_the_Same_Planet|34.0
When Nelson Met Lisa...|https://nohomers.net/forums/index.php?threads/rate-review-when-nelson-met-lisa-oabf02.56861/|WHENNELSONMETLISA|When Nelson Met Lisa|https://simpsonswiki.com/wiki/When_Nelson_Met_Lisa|34.0
Game Done Changed|https://nohomers.net/forums/index.php?threads/rate-review-game-done-changed-oabf03.56884/|GAMEDONECHANGED|Game Done Changed|https://simpsonswiki.com/wiki/Game_Done_Changed|34.0
Top Goon|https://nohomers.net/forums/index.php?threads/rate-review-top-goon-oabf04.56927/|TOPGOON|Top Goon|https://simpsonswiki.com/wiki/Top_Goon|34.0
My Life as a Vlog|https://nohomers.net/forums/index.php?threads/rate-review-my-life-as-a-vlog-oabf05.56981/|MYLIFEASAVLOG|My Life as a Vlog|https://simpsonswiki.com/wiki/My_Life_as_a_Vlog|34.0
The Many Saints of Springfield|https://nohomers.net/forums/index.php?threads/rate-review-the-many-saints-of-springfield-oabf06.57140/|MANYSAINTSOFSPRINGFIELD|The Many Saints of Springfield|https://simpsonswiki.com/wiki/The_Many_Saints_of_Springfield|34.0
Carl Carlson Rides Again|https://nohomers.net/forums/index.php?threads/rate-review-carl-carlson-rides-again-oabf07.57159/|CARLCARLSONRIDESAGAIN|Carl Carlson Rides Again|https://simpsonswiki.com/wiki/Carl_Carlson_Rides_Again|34.0
Bartless|https://nohomers.net/forums/index.php?threads/rate-review-bartless-oabf08.57172/|BARTLESS|Bartless|https://simpsonswiki.com/wiki/Bartless|34.0
